SM_R4C1_timestamps,median_pass_3
1586.263083,5.3957184744723276e-08
1587.719446,5.3958844682976076e-08
1589.276238,5.395898563775554e-08
1589.577522,5.396155186162955e-08
1591.033886,5.396528926834409e-08
1593.544899,5.3966460451184616e-08
1595.001262,5.3966460451184616e-08
1598.014416,5.3966460451184616e-08
1599.571207,5.3966460451184616e-08
1601.02757,5.3966460451184616e-08
1602.483934,5.3966460451184616e-08
1604.141154,5.3966460451184616e-08
1605.597516,5.3966460451184616e-08
1608.10853,5.3966460451184616e-08
1609.564894,5.3966460451184616e-08
1609.966606,5.3966460451184616e-08
1611.422969,5.3966460451184616e-08
1614.235267,5.39678554922181e-08
1617.248422,5.396925053325159e-08
1618.704785,5.396925053325159e-08
1620.161148,5.396925053325159e-08
1621.617511,5.396925053325159e-08
1623.073874,5.396925053325159e-08
1624.530237,5.396925053325159e-08
1625.986601,5.396925053325159e-08
1627.442964,5.396925053325159e-08
1630.35569,5.396925053325159e-08
1633.268417,5.396925053325159e-08
1634.724779,5.396925053325159e-08
1636.181143,5.396925053325159e-08
1637.637506,5.39699124923038e-08
1639.093869,5.397123641040822e-08
1641.604883,5.397189836946043e-08
1643.061246,5.397189836946043e-08
1644.718465,5.397189836946043e-08
1646.174829,5.3972976455229634e-08
1647.631191,5.397513262676803e-08
1649.187983,5.397621071253724e-08
1651.799425,5.397621071253724e-08
1653.255788,5.397661888265199e-08
1654.712151,5.3977435222881504e-08
1657.624877,5.397784339299626e-08
1659.081241,5.398225338171145e-08
1660.537604,5.399729355553914e-08
1663.852043,5.402007168347825e-08
1665.308406,5.4073066009821173e-08
1666.764769,5.4308900064942355e-08
1668.221132,5.497438380509603e-08
1671.033431,5.6344304253556754e-08
1672.489793,5.855548909379832e-08
1673.946156,6.111426020988538e-08
1675.40252,6.353935803793006e-08
1676.959312,6.628585132195473e-08
1680.926688,7.006048796776941e-08
1682.383051,7.452201107569285e-08
1683.839414,7.823078122195541e-08
1685.295777,8.059407167991556e-08
1686.75214,8.231649307153285e-08
1690.066579,8.427047785950949e-08
1694.938442,8.751948678542082e-08
1697.525466,9.237180029311331e-08
1698.969619,9.717401069639473e-08
1700.413774,1.0031910822621689e-07
1703.101226,1.0248641086579249e-07
1704.444952,1.0487537793388275e-07
1705.788678,1.0724766062842615e-07
1708.47613,1.0952430987839758e-07
1711.163583,1.1250158598213223e-07
1712.507308,1.1584898494036682e-07
1718.259076,1.1937664180750803e-07
1720.92363,1.2422484604871185e-07
1722.306121,1.2945179995656116e-07
1723.688611,1.329826948560577e-07
1725.071103,1.3511641605762882e-07
1726.453594,1.3703778971957078e-07
1727.836085,1.3910496951344585e-07
1730.90235,1.4170757512481592e-07
1732.284842,1.4520995853711616e-07
1733.667332,1.4878111220231122e-07
1736.13103,1.5172452970810237e-07
1737.51352,1.5424921407827453e-07
1740.579786,1.566146165463838e-07
1743.043483,1.596742187456849e-07
1744.425974,1.6345145342555939e-07
1745.808464,1.6663537644862885e-07
1747.190956,1.6878339353253833e-07
1750.056365,1.707383689866824e-07
1752.720919,1.7381560853336805e-07
1754.404695,1.779955275708858e-07
1755.787185,1.8180904590555635e-07
1758.451739,1.847465442520617e-07
1759.834229,1.8734619359626053e-07
1761.317149,1.8980564578715456e-07
1762.699639,1.9195191675196608e-07
1766.545827,1.942408915847433e-07
1767.928319,1.9744005171730622e-07
1769.310809,2.00802268852335e-07
1770.6933,2.0319357851657214e-07
1776.813865,2.0589296186388694e-07
1779.111397,2.1039339321232609e-07
1780.310377,2.1461942113259397e-07
1781.509357,2.1640497291748893e-07
1782.708336,2.1681636431223042e-07
1784.108173,2.1730612001115604e-07
1787.504255,2.1900044735280232e-07
1788.904092,2.225013245357049e-07
1791.201623,2.265018173732116e-07
1792.400604,2.2958360999844404e-07
1793.599583,2.3156410367546113e-07
1797.096094,2.3335419333478244e-07
1798.295074,2.3597621897637516e-07
1799.494054,2.3847608183904217e-07
1801.992442,2.4013616243194485e-07
1803.291849,2.421481447589003e-07
1806.888789,2.4456615420054436e-07
1808.087769,2.4646472663493906e-07
1809.286748,2.47684621156557e-07
1810.485728,2.485148605029537e-07
1811.684708,2.493980909273533e-07
1814.082668,2.5045917753472874e-07
1817.378323,2.514560593298246e-07
1816.279771,2.523864106556764e-07
1819.87671,2.5329233248619437e-07
1822.375099,2.5400989004744455e-07
1823.674506,2.545558654369354e-07
1825.771182,2.553508556405231e-07
1828.470426,2.56669420287925e-07
1829.669405,2.57921418426034e-07
1831.87291,2.5862395648286535e-07
1833.272746,2.590225324196846e-07
1836.869685,2.5955547955784826e-07
1838.068665,2.6060867897167927e-07
1839.267645,2.617317486286482e-07
1840.466625,2.6233427757773523e-07
1843.76228,2.6272098286257513e-07
1845.061688,2.631539861429708e-07
1846.461524,2.63669588470728e-07
1848.759056,2.6431799876617594e-07
1854.854383,2.6504929538222774e-07
1856.053362,2.659467129854611e-07
1857.252342,2.66788756942267e-07
1859.650302,2.672505726045376e-07
1861.847406,2.6758765119857e-07
1862.945957,2.6808813044791765e-07
1865.343916,2.6876796582820067e-07
1868.04316,2.695625633938721e-07
1869.242141,2.702940668561604e-07
1871.338816,2.7076993882030945e-07
1871.6401,2.710797150190861e-07
1875.136611,2.714844485148742e-07
1880.863585,2.7295112032644333e-07
1883.860631,2.763441817436391e-07
1885.409369,2.796981277814381e-07
1886.958106,2.810952145301569e-07
1888.7077,2.815297204928035e-07
1890.256436,2.8187173241712556e-07
1891.805174,2.8211380768508355e-07
1893.353911,2.8234511821292027e-07
1894.902648,2.825741526260215e-07
1896.451385,2.828400847815842e-07
1900.89674,2.8313439726045954e-07
1902.445477,2.833747274402837e-07
1903.994215,2.8364787128480036e-07
1905.643381,2.840853277063629e-07
1907.192118,2.8459011201900797e-07
1908.640426,2.8501702231084975e-07
1911.737901,2.8534693190794503e-07
1913.286638,2.8558134376845147e-07
1914.835375,2.857400816596234e-07
1916.384112,2.8589472007253185e-07
1917.932849,2.861607280188313e-07
1919.682443,2.865927899609462e-07
1921.23118,2.870071677712704e-07
1922.779917,2.87235773158749e-07
1924.328655,2.873988324015258e-07
1925.877392,2.8769074053251684e-07
1927.426129,2.8812301749194477e-07
1931.871484,2.884866991454474e-07
1933.420221,2.88648589597044e-07
1935.069387,2.887143948519876e-07
1936.618124,2.8892052189787717e-07
1938.267289,2.894218746874574e-07
1939.61517,2.8995765130661337e-07
1941.364763,2.9024538124037627e-07
1942.913501,2.905291165031353e-07
1944.462238,2.910655227265141e-07
1946.010975,2.9159653920117084e-07
1947.559712,2.918879308983327e-07
1950.657186,2.920809657677474e-07
1952.205923,2.922645693836309e-07
1953.754661,2.9243031574429416e-07
1955.303398,2.926179404958035e-07
1958.400872,2.9281024426444567e-07
1959.949609,2.929917272675184e-07
1962.846227,2.931792007118133e-07
1964.394964,2.933206851322837e-07
1965.943702,2.933917806876913e-07
1963.047084,2.9348028604771176e-07
1969.041176,2.9370338124002555e-07
1970.589913,2.940495559081225e-07
1972.339507,2.9433778435948177e-07
1973.888244,2.944742251632065e-07
1976.985718,2.9454431439003916e-07
1978.534456,2.946292228262921e-07
1981.431074,2.9473602131042436e-07
1982.979811,2.9484549044476935e-07
1984.528548,2.949523193958492e-07
1986.077285,2.950708562464687e-07
1987.72645,2.9519841629779907e-07
1989.275188,2.9529422723284224e-07
1990.924353,2.9536766780582446e-07
1992.47309,2.954954677025752e-07
1995.369709,2.9566768240472553e-07
1996.918445,2.958015231721802e-07
1998.467183,2.958896925463711e-07
2000.01592,2.959565922057777e-07
2001.564657,2.960458924756287e-07
2003.113394,2.9622518545043116e-07
2004.662131,2.9643325553865934e-07
2006.210868,2.9657683881463186e-07
2007.759605,2.9670621662547353e-07
2011.057936,2.968647123412727e-07
2012.606673,2.9698784565474327e-07
2014.15541,2.9706952269536245e-07
2015.704148,2.971835677377681e-07
2017.252885,2.973351510689507e-07
2018.801622,2.9749485941458064e-07
2021.899097,2.976355285368351e-07
2023.447834,2.977478310685057e-07
2024.996571,2.9787026421177635e-07
2026.545307,2.979789014010282e-07
2028.094045,2.9803706949232154e-07
2029.642783,2.9808946998974526e-07
2031.191519,2.9815537802226255e-07
2032.740257,2.982309422594565e-07
2034.288994,2.9832866069636565e-07
2035.837731,2.9842195803668564e-07
2037.386468,2.985018764344225e-07
2040.483943,2.9864010576151273e-07
2043.38056,2.988556510703124e-07
2044.929298,2.9903392153011e-07
2046.478034,2.991187938327594e-07
2048.026772,2.9917570327197983e-07
2048.227628,2.992645933258698e-07
2052.87384,2.994008195836306e-07
2054.422577,2.995214910589052e-07
2055.971314,2.995781009117624e-07
2057.520051,2.996306190545406e-07
2059.068789,2.997398949612242e-07
2060.617526,2.9987784832188976e-07
2062.166263,2.9998627567407466e-07
2063.715,3.000809774288406e-07
2065.263737,3.001821176062516e-07
2068.160355,3.002732476214136e-07
2069.709092,3.0036998048069825e-07
2071.25783,3.0046521438373943e-07
2072.806566,3.005961766039124e-07
2074.355304,3.008290185907684e-07
2075.904041,3.0104165011020264e-07
2077.452778,3.0113229893986894e-07
2080.751109,3.012470689652614e-07
2082.299846,3.0148008907849113e-07
2083.848584,3.0169292783501225e-07
2085.39732,3.0183530251999454e-07
2086.946057,3.020346726928595e-07
2088.494795,3.0224891942113085e-07
2090.043532,3.0236673590781496e-07
2091.592269,3.024422317396808e-07
2094.589315,3.025113182031084e-07
2096.037625,3.0256567548329267e-07
2097.586362,3.026230277886751e-07
2099.135098,3.026723869843746e-07
2102.232573,3.02716661714976e-07
2103.982167,3.027813961955338e-07
2105.530904,3.0284544362946775e-07
2108.427521,3.0288073011875357e-07
2109.976259,3.029081814474895e-07
2111.524996,3.0295393925924385e-07
2113.174161,3.0301566417066313e-07
2114.62247,3.030794994191502e-07
2116.171207,3.0312858825521955e-07
2117.719944,3.031574077923725e-07
2119.36911,3.0318473056673704e-07
2120.917847,3.0321939498261106e-07
2122.567013,3.032579142934739e-07
2124.11575,3.03307076399724e-07
2125.664487,3.033544269820338e-07
2127.213224,3.0337908839870506e-07
2131.65858,3.0338920515368e-07
2133.207316,3.0340388026992825e-07
2134.762707,3.034326043544972e-07
2136.411872,3.0346851194368687e-07
2137.860182,3.035242993490466e-07
2139.408919,3.035942219470121e-07
2140.957656,3.0362585916240707e-07
2142.506393,3.0362585916240707e-07
2144.05513,3.0362585916240707e-07
2145.704295,3.0362585916240707e-07
2147.152605,3.0365746762644236e-07
2150.450935,3.037240195530024e-07
2151.999673,3.037673797682092e-07
2154.896291,3.0381269559250934e-07
2153.54841,3.039119031387379e-07
2157.993764,3.040077917074258e-07
2159.542502,3.040544646295465e-07
2161.091239,3.0412253666994714e-07
2162.639976,3.0426054018008376e-07
2164.188713,3.0439045196933173e-07
2165.938307,3.044618717424e-07
2167.487044,3.045241384919551e-07
2169.035781,3.046006510977702e-07
2170.584519,3.046640005203444e-07
2172.133255,3.0470812433707375e-07
2173.681993,3.0474733960323e-07
2176.779467,3.047874265512061e-07
2178.328205,3.048412006143839e-07
2181.224823,3.049067794892543e-07
2182.77356,3.0496099824607167e-07
2184.422725,3.0500963310782327e-07
2186.07189,3.050700549789785e-07
2187.620628,3.051324224253849e-07
2189.169365,3.051768761830238e-07
2190.718102,3.0521872697067595e-07
2192.266839,3.0528681611520357e-07
2193.815576,3.053770773796171e-07
2195.364313,3.05487991076371e-07
2196.913051,3.0560864806201214e-07
2198.461788,3.05703733518879e-07
2201.458833,3.0577847148828044e-07
2202.907142,3.0586203005924796e-07
2204.45588,3.059541932248614e-07
2206.004617,3.0604258779505924e-07
2209.302948,3.06114819052159e-07
2210.851685,3.0616722351704604e-07
2212.400422,3.062121128092603e-07
2212.299994,3.062544321180225e-07
2216.946205,3.062890371455849e-07
2218.494943,3.0631817131429056e-07
2220.144108,3.06353412276391e-07
2221.692845,3.063974660260966e-07
2223.241583,3.0645899735080703e-07
2224.79032,3.0655939286652834e-07
2227.887794,3.066907696716004e-07
2230.784412,3.068176678732897e-07
2232.333149,3.069208887626044e-07
2233.881886,3.070112417314168e-07
2235.430624,3.070936150482548e-07
2236.97936,3.071593009365022e-07
2238.528098,3.07225505179225e-07
2240.076835,3.0731650197048846e-07
2240.277691,3.0740082638155975e-07
2243.375166,3.0744288091090984e-07
2246.47264,3.0746820269769e-07
2248.021378,3.07499611057871e-07
2249.570114,3.075322373186206e-07
2251.118852,3.0757477988712505e-07
2252.667588,3.0763886061110385e-07
2254.216325,3.077114490532455e-07
2255.765063,3.0777666902519754e-07
2257.3138,3.0783757092152585e-07
2258.862537,3.07897388627467e-07
2260.411274,3.0794130666350776e-07
2261.960012,3.0796101856758524e-07
2263.508749,3.0798223601722e-07
2265.057486,3.0803005783851225e-07
2266.606223,3.0809233260023835e-07
2269.703698,3.081696623852239e-07
2272.600316,3.082810853969677e-07
2274.149053,3.0844622643052557e-07
2275.69779,3.086995017002701e-07
2277.447383,3.089365927218915e-07
2278.99612,3.09075644265325e-07
2280.544858,3.0918558766832325e-07
2282.093595,3.092405593698223e-07
2283.642332,3.092405593698223e-07
2285.191069,3.092405593698223e-07
2286.739806,3.092405593698223e-07
2288.288544,3.092405593698223e-07
2289.837281,3.092405593698223e-07
2291.386018,3.092405593698223e-07
2294.282635,3.092405593698223e-07
2295.831373,3.092405593698223e-07
2297.38011,3.092405593698223e-07
2300.678441,3.092405593698223e-07
2302.227178,3.092405593698223e-07
2305.123796,3.092405593698223e-07
2306.672533,3.092405593698223e-07
2308.221271,3.092405593698223e-07
2309.770008,3.092405593698223e-07
2311.318745,3.092405593698223e-07
2309.970864,3.092405593698223e-07
2314.416219,3.092405593698223e-07
2315.964956,3.092405593698223e-07
2317.614121,3.0921861569009396e-07
2319.162859,3.0916203870932263e-07
2320.711596,3.090996022604671e-07
2323.909499,3.090348189619594e-07
2325.458236,3.089601634858772e-07
2328.354854,3.08879485658921e-07
2329.903591,3.0876075842614965e-07
2331.452328,3.086047166595482e-07
2333.001065,3.08437838408461e-07
2334.650231,3.0824263830158677e-07
2336.198968,3.080342806223916e-07
2337.747705,3.0779953934919464e-07
2339.296442,3.0748205051758983e-07
2340.845179,3.0715271979660845e-07
2342.393916,3.069471604571757e-07
2345.591819,3.0683875211892654e-07
2348.488437,3.0666145144286577e-07
2350.037174,3.063868287612044e-07
2351.585911,3.061347948298795e-07
2353.235077,3.059714650150967e-07
2354.683385,3.0588488023605813e-07
2356.232123,3.05829902193089e-07
2357.78086,3.057708242706939e-07
2359.329597,3.056992652072937e-07
2360.878334,3.056222527305006e-07
2362.427071,3.055604625300613e-07
2365.725402,3.055189911654292e-07
2367.274139,3.054813179135974e-07
2368.822877,3.054274229745602e-07
2370.371614,3.053436259370255e-07
2371.920351,3.052497898379205e-07
2373.469088,3.05188146693811e-07
2375.017825,3.0515993692005703e-07
2376.566563,3.051296730345575e-07
2379.463181,3.050925935913578e-07
2381.212774,3.0506947606918255e-07
2382.761511,3.0505275501068705e-07
2384.310248,3.050136456262176e-07
2385.858985,3.04957241754126e-07
2387.407722,3.049094187892031e-07
2388.95646,3.048687054086664e-07
2390.505197,3.0483684646707103e-07
2390.404768,3.048232162531736e-07
2395.151409,3.048110407676121e-07
2398.248883,3.0478397707310745e-07
2399.596764,3.047307405845629e-07
2401.145501,3.0464238457961535e-07
2402.694238,3.04553747808147e-07
2405.992569,3.0448974887211543e-07
2408.889187,3.0441657015636934e-07
2410.437924,3.0433505597055835e-07
2410.638781,3.0428163850833844e-07
2413.535398,3.042580177957642e-07
2415.084136,3.0419441360612475e-07
2416.833728,3.0402185619195635e-07
2418.382466,3.0383017082347497e-07
2419.931203,3.03717284815634e-07
2421.479941,3.036605611447124e-07
2424.376558,3.036405905695973e-07
2423.028677,3.036405905695973e-07
2427.674889,3.036320052777295e-07
2429.223627,3.0361483469399396e-07
2432.120244,3.0359652013980535e-07
2433.76941,3.0356422600112727e-07
2435.323172,3.0352346109138524e-07
2436.871909,3.0349651691435756e-07
2438.420646,3.0347766427692494e-07
2439.969383,3.034570299912541e-07
2441.618548,3.0344040390959126e-07
2443.167286,3.034280133646033e-07
2444.716022,3.034153866466212e-07
2449.161378,3.034049674095754e-07
2450.710115,3.033930155563252e-07
2452.258852,3.033738809758489e-07
2453.908018,3.0334764324783787e-07
2455.557183,3.033094070226478e-07
2457.10592,3.032652684572231e-07
2460.203394,3.032314221502808e-07
2461.752132,3.032087502922516e-07
2463.100013,3.03191250761036e-07
2464.64875,3.03176506779802e-07
2466.197487,3.031629857281577e-07
2467.746224,3.0314872335738357e-07
2469.294961,3.0312804682903397e-07
2470.843698,3.0309467990401706e-07
2474.142029,3.030463956160966e-07
2475.690766,3.0298841915244515e-07
2477.239503,3.0293063508626327e-07
2478.78824,3.0287806708943074e-07
2480.336978,3.028403017235114e-07
2483.233596,3.0282203314343484e-07
2484.983189,3.027933659134922e-07
2486.531927,3.0271852038916127e-07
2488.080664,3.026191397213142e-07
2490.977282,3.0254721139942115e-07
2489.629401,3.025007128053277e-07
2494.074756,3.0244442179566977e-07
2495.82435,3.023713767363504e-07
2497.373087,3.02296227193807e-07
2498.921824,3.0222363879497825e-07
2501.818442,3.02149506588484e-07
2502.019299,3.0207355371994585e-07
2503.568036,3.0199620577347325e-07
2506.464654,3.019364541071617e-07
2508.013391,3.019033970796071e-07
2509.562128,3.0186735847490346e-07
2511.211293,3.0182171229072495e-07
2514.409195,3.0178941339205914e-07
2515.957932,3.017669427422154e-07
2517.50667,3.0171772508174295e-07
2519.055407,3.016263493846729e-07
2520.604144,3.0153961348325523e-07
2522.152882,3.014908454767622e-07
2523.701619,3.01459614297797e-07
2525.250355,3.0143504909554825e-07
2529.695711,3.014139839027805e-07
2528.34783,3.0138655610695054e-07
2532.793185,3.013586497302857e-07
2534.341922,3.0133535319373613e-07
2535.89066,3.0130880878772863e-07
2537.439397,3.0128320166864974e-07
2539.18899,3.0126484489240224e-07
2540.737727,3.012456848786298e-07
2543.634346,3.0122682733646953e-07
2545.183082,3.012116112717981e-07
2546.731819,3.011866994953417e-07
2548.380985,3.0111925213514074e-07
2549.929723,3.01001782083353e-07
2551.578888,3.0090412011192626e-07
2553.127624,3.00863027906248e-07
2554.676362,3.0083052350951744e-07
2556.225099,3.007912888710058e-07
2559.121717,3.0075882119310293e-07
2559.322574,3.0071506621116177e-07
2560.871311,3.0064871983053465e-07
2562.420047,3.0058787793551633e-07
2563.968785,3.005475279566328e-07
2565.517523,3.0051250965644744e-07
2568.41414,3.004825754895371e-07
2569.962877,3.0045804852884464e-07
2571.712471,3.004281884102733e-07
2573.261208,3.003811898893777e-07
2574.809945,3.0031446270419657e-07
2576.358683,3.002581304719811e-07
2581.004894,3.002270098116771e-07
2582.553631,3.001974758498334e-07
2584.102369,3.001677696694232e-07
2585.651105,3.001500649117295e-07
2587.199842,3.0014082254455627e-07
2588.74858,3.001327153892218e-07
2590.297317,3.001111194094746e-07
2591.846054,3.000704591038888e-07
2593.394792,3.0003118036943534e-07
2596.291409,3.000020164736946e-07
2597.840146,2.9997119507498327e-07
2599.388884,2.999408532929906e-07
2599.58974,2.9992181956198316e-07
2602.687214,2.999135494236092e-07
2605.784689,2.9990527159875906e-07
2607.333426,2.9989084553756487e-07
2608.882163,2.9987081715632294e-07
2610.430901,2.9984130570143533e-07
2611.979637,2.998040891713104e-07
2613.528375,2.9976704160379315e-07
2615.077112,2.9973320455581024e-07
2618.074158,2.997007287377434e-07
2619.622895,2.9966794224208126e-07
2621.171632,2.9964067491154225e-07
2622.820798,2.996200957297442e-07
2624.369534,2.995953890654996e-07
2625.918272,2.9956222937971497e-07
2627.467009,2.9952744068665087e-07
2629.015747,2.994934892490677e-07
2631.912364,2.99456526629706e-07
2633.461102,2.9942097809369753e-07
2635.009839,2.993957901608427e-07
2636.659004,2.9937685596350204e-07
2638.107312,2.9935704068292885e-07
2641.405643,2.9933710069919525e-07
2642.954381,2.9931865874236536e-07
2644.503118,2.9930636862312747e-07
2646.051856,2.993015431465403e-07
2647.600593,2.992954365998037e-07
2650.497211,2.992841051600674e-07
2652.045947,2.992727549966891e-07
2653.695113,2.9926192235319287e-07
2655.24385,2.9925189887412825e-07
2656.792587,2.992435210666085e-07
2658.341324,2.9923485911114794e-07
2659.890062,2.992305281334176e-07
2661.438798,2.992305281334176e-07
2664.636701,2.992305281334176e-07
2666.185439,2.9922845635624016e-07
2667.734176,2.992202190934739e-07
2669.282913,2.9920995989947387e-07
2672.17953,2.9920368940188163e-07
2673.728268,2.9919273297294125e-07
2673.929125,2.991773504826034e-07
2676.825743,2.991684775203655e-07
2678.474907,2.991639372970466e-07
2680.023645,2.991616671853872e-07
2681.572382,2.991616671853872e-07
2683.221548,2.991616671853872e-07
2686.319021,2.991597296174856e-07
2687.867759,2.9915523613473114e-07
2689.416496,2.99151404544568e-07
2690.965233,2.991408529877197e-07
2693.861851,2.991083161151591e-07
2695.410588,2.9906274166046523e-07
2696.959326,2.9902021193078144e-07
2698.508063,2.9897456622966925e-07
2700.056799,2.989336701801642e-07
2701.705965,2.9890610710262464e-07
2703.35513,2.9887553802148806e-07
2704.903867,2.987719061859089e-07
2707.800486,2.985130390937334e-07
2709.349223,2.982054668665685e-07
2710.89796,2.9801887265120756e-07
2712.446697,2.979478717094307e-07
2714.196291,2.979277022930746e-07
2717.293766,2.979203213932064e-07
2718.842503,2.9790222549857255e-07
2720.391239,2.97878898886637e-07
2721.939976,2.978607830371985e-07
2723.488714,2.978495604080643e-07
2726.385332,2.978457403485726e-07
2727.934069,2.9784475965766304e-07
2729.482806,2.9784111536399223e-07
2731.031544,2.978312934098653e-07
2732.580281,2.978170877537265e-07
2734.129018,2.9780846858369384e-07
2735.683375,2.9780263871217267e-07
2737.232112,2.977923886584354e-07
2738.78085,2.977816101901736e-07
2741.878323,2.9776948019712624e-07
2743.427061,2.9775437394316315e-07
2744.975798,2.97741470498417e-07
2746.524535,2.977346604613421e-07
2748.274128,2.977329911873113e-07
2749.822866,2.9772894651517094e-07
2752.719484,2.9771656723664945e-07
2751.371603,2.977008497799308e-07
2755.816959,2.976903740134971e-07
2757.365695,2.976819686462502e-07
2758.914432,2.97671343743949e-07
2760.46317,2.976586062700728e-07
2762.212764,2.976358095569108e-07
2765.310237,2.9760912834955863e-07
2766.858975,2.975941118640046e-07
2768.407712,2.975741724355994e-07
2769.956449,2.9751891298693384e-07
2771.505187,2.974567473494704e-07
2773.053924,2.974336087009055e-07
2777.700135,2.974200087868963e-07
2779.248872,2.973928089588779e-07
2780.797609,2.973792090448687e-07
2782.346347,2.973792090448687e-07
2783.895084,2.9737229285875146e-07
2785.443821,2.973559803628226e-07
2786.992558,2.973418750418596e-07
2788.541295,2.9733277819612433e-07
2790.090032,2.9732318661502896e-07
2791.638769,2.973074061880397e-07
2793.187506,2.972772746104833e-07
2794.736244,2.9723638641080235e-07
2796.284981,2.971974573321936e-07
2800.931192,2.9716437338281583e-07
2802.47993,2.9713883332669037e-07
2804.028667,2.9712141946421256e-07
2807.025713,2.971022718729991e-07
2808.574451,2.9707586918902637e-07
2810.123187,2.9703785978994434e-07
2811.671925,2.9696920361278187e-07
2813.32109,2.9687415493157876e-07
2814.869827,2.9680005848144263e-07
2816.418564,2.9677129349502094e-07
2817.967302,2.9676576544125765e-07
2819.516039,2.967642640525819e-07
2822.513085,2.9676367489030617e-07
2825.610559,2.96756127060503e-07
2827.058868,2.967324546300185e-07
2828.708034,2.967050091620142e-07
2830.357199,2.9669169367327504e-07
2831.905936,2.9668621484915447e-07
2833.454673,2.966732023757311e-07
2836.45172,2.9665334692058517e-07
2838.000456,2.9663890740977733e-07
2839.549194,2.9663381941081676e-07
2841.198359,2.966277911287631e-07
2842.747097,2.966124574904425e-07
2844.295833,2.9659335187235835e-07
2847.192451,2.965806154319253e-07
2848.942045,2.965731024929954e-07
2850.490782,2.965627832255103e-07
2853.3874,2.9654642395955914e-07
2854.936137,2.9652416194485225e-07
2856.685731,2.96506256384213e-07
2858.234468,2.9650080929164224e-07
2859.783205,2.9650080929164224e-07
2861.331942,2.9650080929164224e-07
2862.880679,2.964981994420815e-07
2865.777298,2.964929797429601e-07
2865.978153,2.9649036989339936e-07
2867.526891,2.9649036989339936e-07
2870.423509,2.9649036989339936e-07
2871.972246,2.9649036989339936e-07
2873.621412,2.9649036989339936e-07
2875.270577,2.9649036989339936e-07
2876.819314,2.96485589324769e-07
2878.368051,2.9647602818750833e-07
2878.267623,2.9647124761887804e-07
2883.014263,2.964705166226805e-07
2884.563,2.9646470429077144e-07
2886.111737,2.96455272615546e-07
2887.660474,2.9645092227603204e-07
2887.459618,2.964505149557615e-07
2892.105829,2.9644970031522035e-07
2893.654567,2.9644502944873847e-07
2895.303732,2.9643650235631583e-07
2898.401206,2.964284064363099e-07
2900.050372,2.964207416887207e-07
2901.599109,2.964169093149261e-07
2903.147846,2.964153185133689e-07
2904.696583,2.9640250236887586e-07
2906.24532,2.9636495795294327e-07
2907.794058,2.963219543483284e-07
2909.342795,2.962952898090775e-07
2912.440269,2.9627532979381196e-07
2915.537743,2.9626534978617914e-07
2917.086481,2.962621804696142e-07
2918.635218,2.9625584183648435e-07
2920.183954,2.962468081223967e-07
2921.732692,2.962088550057643e-07
2924.62931,2.961272267815986e-07
2926.378904,2.9604411402544264e-07
2927.927641,2.959975433349252e-07
2929.476378,2.959534521967136e-07
2931.025115,2.95861162588232e-07
2932.573852,2.95745673524008e-07
2937.019207,2.9566019337139695e-07
2938.567945,2.956109021842758e-07
2940.116682,2.955709669931968e-07
2941.665419,2.955263472682573e-07
2943.415012,2.954942320616464e-07
2946.31163,2.954713948799967e-07
2947.860368,2.954317216243653e-07
2949.409104,2.9537975981072606e-07
2951.05827,2.953259266635422e-07
2952.607008,2.952830062772963e-07
2954.155744,2.9524969736906767e-07
2955.80491,2.951954760693709e-07
2957.353647,2.9513664119518723e-07
2958.902384,2.9510257786859636e-07
2960.451122,2.950861827052427e-07
2963.548596,2.9507548866282907e-07
2965.097333,2.950542110204648e-07
2967.993951,2.950214792802321e-07
2969.542688,2.9499678453436044e-07
2971.091425,2.9498105243514e-07
2972.740591,2.949594531091399e-07
2974.1889,2.9493794814395e-07
2975.737637,2.9492033075373e-07
2977.386802,2.948915679217577e-07
2978.835111,2.948606562374762e-07
2980.383848,2.948419972414137e-07
2982.033014,2.9482752358058964e-07
2985.230916,2.948133408832195e-07
2986.779653,2.9479528255752826e-07
2988.32839,2.947631870195725e-07
2989.877128,2.9472395747667286e-07
2991.425865,2.946830985116131e-07
2992.974602,2.9463997708088844e-07
2994.523339,2.946101342802686e-07
2996.072076,2.94592845619889e-07
2998.968694,2.945560966004527e-07
3000.517432,2.944845620357266e-07
3002.066168,2.943962659887208e-07
3003.614906,2.9431402677959476e-07
3005.163643,2.9426144632439995e-07
3008.461973,2.942279189371268e-07
3010.010711,2.941642352335161e-07
3011.559448,2.940393440880613e-07
3013.108185,2.9385439368683456e-07
3014.656922,2.936951915368778e-07
3016.20566,2.9362782978434163e-07
3017.754397,2.9360052705463965e-07
3019.303134,2.9358176100709157e-07
3023.748489,2.9355862535824145e-07
3025.297227,2.935276981086324e-07
3026.946392,2.935147918251765e-07
3028.495129,2.9350570257618655e-07
3029.943438,2.934875240782067e-07
3031.592603,2.934816383857262e-07
3033.14134,2.934816383857262e-07
3034.589649,2.934816383857262e-07
3036.24461,2.934816383857262e-07
3037.793347,2.934816383857262e-07
3039.241656,2.934816383857262e-07
3042.539987,2.934816383857262e-07
3044.088724,2.934816383857262e-07
3045.637461,2.934816383857262e-07
3048.534079,2.934816383857262e-07
3050.183245,2.934816383857262e-07
3051.731982,2.934816383857262e-07
3053.280719,2.934816383857262e-07
3054.929884,2.934816383857262e-07
3056.478621,2.934816383857262e-07
3058.027359,2.934816383857262e-07
