SM_R4C1_timestamps,median_pass_3
941.483,4.4773667925841367e-08
942.939363,4.490336589060967e-08
944.395726,4.50082561663856e-08
945.85209,4.511021486697805e-08
947.308453,4.5226302645176414e-08
948.764816,4.538048303363351e-08
953.133905,4.555297886419351e-08
954.590269,4.569441526978736e-08
956.046632,4.581232011096289e-08
957.502995,4.590551047317779e-08
958.959358,4.5977632570288673e-08
960.415722,4.60609566576878e-08
961.872085,4.6154007886378584e-08
966.140746,4.626081535995651e-08
967.597109,4.640452821749061e-08
969.053472,4.656822881869263e-08
970.610263,4.671924017975023e-08
972.066627,4.684417474085246e-08
973.52299,4.693936398173353e-08
974.979353,4.701463955295617e-08
976.435716,4.708462534517564e-08
980.804805,4.716690425065112e-08
982.261168,4.729196386303026e-08
983.717531,4.745510928657571e-08
985.173895,4.7590955569950154e-08
986.630259,4.7684977045395496e-08
990.999347,4.7799098380462836e-08
992.45571,4.792522394997868e-08
993.912074,4.801509405094356e-08
996.423087,4.8085771956662874e-08
997.879451,4.815073238196209e-08
999.335813,4.820720036444961e-08
1000.792177,4.8293534702470283e-08
1004.106616,4.843865588005571e-08
1006.61763,4.859313295584786e-08
1007.019342,4.869397966267967e-08
1009.630784,4.8746552029907895e-08
1008.475705,4.880899147356333e-08
1012.54351,4.891976601581709e-08
1012.844795,4.904734012041423e-08
1017.213885,4.9176419809812355e-08
1018.670248,4.93132919217462e-08
1020.12661,4.94362431807545e-08
1021.582974,4.9548195659370065e-08
1023.039337,4.9638258915079445e-08
1025.952063,4.969231381867646e-08
1028.663933,4.974092548718208e-08
1030.120296,4.979646758553564e-08
1031.777516,4.9878572698766046e-08
1033.233879,5.00189498339566e-08
1034.690243,5.015572271803731e-08
1036.146605,5.021773254496094e-08
1037.602969,5.0240732534310746e-08
1039.059331,5.0274093053945335e-08
1041.87163,5.032246032485621e-08
1044.583499,5.0402038483512614e-08
1047.395798,5.053010925721952e-08
1048.852161,5.065227339024299e-08
1049.253874,5.072210417125433e-08
1051.764887,5.077408119008356e-08
1052.1666,5.0821660886460856e-08
1053.622963,5.086067507552591e-08
1057.992053,5.092164695524745e-08
1059.448416,5.100436156915167e-08
1060.904779,5.1080702692234344e-08
1062.361142,5.113849080119467e-08
